timestamp,component_id,load_current_A,switching_frequency_Hz,junction_temp_C,case_temp_C,voltage_V,thermal_resistance_KW,ambient_temp_C,operating_hours,health_status,failure_occurred
2024-01-26 10:00:00,IGBT_002,50.16249931443931,10881.063831539546,98.90064836045707,57.98838323866189,598.0479721317083,0.4750345898026239,30.423043869090684,610,1.0,0.0
2024-01-04 21:00:00,IGBT_010,60.624836446048384,10396.194604324122,127.36646442008961,65.09765163649709,595.3252394599468,0.6144941599253357,33.60309500361345,93,0.8491891891891892,0.0
2024-01-22 02:00:00,IGBT_010,61.00200497590718,9864.778940709673,169.71108564075084,50.48807041642012,600.1985968003928,1.1761430278106106,16.045400702043942,506,0.1794594594594594,1.0
2024-01-03 10:00:00,IGBT_002,48.72948272982223,10388.986181733322,109.00429920427072,67.0522123093044,614.844590928257,0.5025212465600681,32.457284910857275,58,1.0,0.0
2024-02-09 01:00:00,IGBT_008,45.610737928339404,10121.660943839008,91.39232909478523,49.58385261232068,610.8945217707353,0.5323359402011824,15.706621602871756,937,1.0,0.0
2024-01-15 02:00:00,IGBT_005,42.16801156817835,9764.298626408492,91.16700594855908,54.40371330137574,587.560914902379,0.5034942143331341,17.913536590983796,338,1.0,0.0
2024-01-29 15:00:00,IGBT_008,46.64799258043469,9421.434418076477,100.39695579097395,60.21480345888525,580.2297257289941,0.5061143690196988,34.975925100144984,687,1.0,0.0
2024-01-13 07:00:00,IGBT_008,52.6019834962907,9929.340684157594,99.69889894247525,52.458292563413465,606.7387871400596,0.531795280639034,23.002234019756816,295,1.0,0.0
2024-02-12 02:00:00,IGBT_008,39.599079513465455,9205.313698883765,78.16137854270019,43.328969148322685,585.5244838164472,0.5077319606453988,15.99118944304397,1010,1.0,0.0
2024-02-08 03:00:00,IGBT_006,46.49455249311943,10088.25284503224,84.14027231305745,43.000043875970846,621.51541063695,0.5153474432245295,15.068835914330545,915,1.0,0.0
2024-02-04 12:00:00,IGBT_001,50.39828928763794,9219.554548622968,90.78168311244082,45.93820206217226,605.7432049407471,0.528708715716787,16.48866379116778,828,1.0,0.0
2024-01-27 13:00:00,IGBT_004,53.16011611808511,9528.029678333782,103.8535271122141,60.594368173630386,615.0127688351173,0.4845976178553649,33.00618330381187,637,1.0,0.0
2024-01-11 17:00:00,IGBT_008,44.27014051957962,10785.678987783864,96.04287290594542,54.19880898765125,602.3301989551152,0.5420855238813415,27.274498357177055,257,1.0,0.0
2024-01-04 10:00:00,IGBT_010,52.37942271193164,9667.740952683787,121.37652124839758,68.63727909828498,640.3181109129681,0.5977007020909475,34.59420452999392,82,0.867027027027027,0.0
2024-01-25 06:00:00,IGBT_001,53.71182458129559,9910.695012726328,112.87973182426724,68.6520552101436,596.8809801689113,0.48882010544236004,34.65548787786125,582,1.0,0.0
2024-01-14 06:00:00,IGBT_001,53.82239117662856,9768.52546728732,90.28447516643651,43.91656837582072,572.4898664341437,0.512340603406414,15.38174356827181,318,1.0,0.0
2024-01-20 01:00:00,IGBT_001,53.22866394361624,9719.77245086003,103.8176508374554,58.65357232234696,606.3095907702291,0.5042729176302494,25.905322649756993,457,1.0,0.0
2024-01-05 04:00:00,IGBT_002,44.143919133113656,9853.522692118227,101.50854919416922,63.64944756269341,614.2061829277401,0.49769159397595175,34.928428007298194,100,1.0,0.0
2024-02-04 20:00:00,IGBT_003,53.68238967550978,9650.484119535293,97.28767212032935,50.551933284919656,605.5151123985022,0.5182835769086059,19.676067466901078,836,1.0,0.0
2024-01-01 06:00:00,IGBT_008,49.31380905744653,10172.672994596436,100.6731526076833,58.065401793001094,612.114692906491,0.5063707624102406,25.679352132006592,6,1.0,0.0
2024-01-08 13:00:00,IGBT_009,61.39452959083403,10029.651918443444,125.45826204922162,42.18150550540302,607.5792934489804,0.8154678528088022,15.056651997898628,181,0.6548728813559321,0.0
2024-02-12 20:00:00,IGBT_005,52.86789775634284,9973.221977972436,92.05809372205506,48.392087714582075,614.270443000042,0.48911758552673373,19.221331517850672,1028,1.0,0.0
2024-01-30 23:00:00,IGBT_007,54.388991603667264,9168.492564846558,110.57139772892583,65.54718882334492,591.9478887207143,0.496123709039651,34.43580563974261,719,1.0,0.0
2024-01-23 07:00:00,IGBT_007,50.65940314022413,10142.9434703521,90.316882793389,48.580767862873955,586.96299625137,0.4845596477975399,23.131223096135606,535,1.0,0.0
2024-01-10 19:00:00,IGBT_006,60.911339048477465,9986.057258929195,106.0118113648874,56.805861400162996,610.2562627780827,0.485490493661622,28.40778541199038,235,1.0,0.0
2024-01-29 05:00:00,IGBT_003,53.655633275055564,10888.668027306434,109.24188316867006,63.23289082217088,606.4674057869769,0.5035342660741072,34.729938327523634,677,1.0,0.0
2024-01-06 06:00:00,IGBT_007,47.50612132223299,10347.8530635859,101.65352281698289,62.0611986740103,593.6470969887984,0.4851582234325937,34.908621628390065,126,1.0,0.0
2024-01-08 19:00:00,IGBT_007,50.025109972144755,9894.20909946203,98.02625643437165,58.00247451394592,592.1077268534274,0.47124571739986165,33.474270127829755,187,1.0,0.0
2024-02-06 18:00:00,IGBT_003,57.398213479710776,9943.158162405449,89.92484808280554,40.61980928542591,586.3445814452922,0.5133776885334111,16.03899090727041,882,1.0,0.0
2024-01-27 11:00:00,IGBT_006,52.9955081653884,9595.743903625165,111.75812306181555,69.38805750368746,596.9103852916536,0.4755925269384756,34.53952508416299,635,1.0,0.0
2024-02-11 12:00:00,IGBT_005,51.870853474081905,10472.163206935003,98.46840686748095,52.545869085125624,593.1645485651668,0.5202010366775633,16.65015290572486,996,1.0,0.0
2024-01-15 07:00:00,IGBT_004,55.660484404173445,8562.113286185862,88.69447053164293,44.082577776437134,621.6347485370014,0.4846335301260674,18.245837019441446,343,1.0,0.0
2024-02-15 08:00:00,IGBT_004,49.458330583777055,9949.703447310896,95.91067604315356,52.72427127634746,600.4224960442683,0.5132855040851425,22.53503825005974,1088,1.0,0.0
2024-01-19 15:00:00,IGBT_001,56.3699669529441,8992.20028166845,98.59844289831807,52.811081616465046,595.8431179971044,0.4894575722916977,24.51204404389333,447,1.0,0.0
2024-02-02 18:00:00,IGBT_002,52.99165086903927,10445.005063413215,97.7245055321917,53.04688255638292,616.0056250736995,0.4967907289636591,15.828515482373106,786,1.0,0.0
